"domainhistory","url","rating","forwardSecrecy"
11699,"fungi-natura.fr","A","4"
21909,"bluelagoonfishandchips.co.uk","A","4"
41951,"www.spectable.com","A","2"
11704,"www.sigikid-shop.de","A","4"
15522,"www.trueguard.dk","A","4"
15553,"www.appoets.com","A","4"
21921,"www.contraponto.com.br","A","4"
15560,"cadeaumachine.bol.com","A","4"
15562,"masters-tach.blogspot.in","A","2"
15565,"pnn.pts.org.tw","A","4"
42164,"security.nih.gov","A","2"
42170,"hindunames.net","A","4"
21821,"vs20.hardsextube.com","A","4"
15555,"cyberground.hu","A","4"
42178,"jcenter.bintray.com","A","2"
12041,"webapp.zerlauth.net","A","4"
15427,"master-biomed.tuwien.ac.at","A","4"
42184,"www.volgistics.com","A","2"
15575,"webapps.randstad.pl","A","4"
21939,"www.editoramedusa.com.br","A","4"
15573,"www.ilrisolutore.com","A","2"
42181,"dewmixology.com","A","4"
42182,"clientapi.att.dtignite.com","A","2"
42189,"www.woodstocksupply.com","A","4"
42187,"www.rumnation.com","A","4"
15587,"webmail.pqaudio.de","A","4"
42057,"secureauth.americanfidelity.com","A","4"
15595,"honestonions.com","A","2"
15593,"mobilitymixx.nl","A","2"
6192,"mnorth.prod.acquia-sites.com","A","4"
11715,"mdmmgmt.eca.europa.eu","A","2"
21959,"checkerproxy.net","A","2"
41951,"www.spectable.com","A","2"
15306,"www.german-values.de","A","4"
15606,"test-crm.ddns.net","A","4"
33113,"www.usajobs.gov","A","4"
1678,"www.torfaen.gov.uk","A","2"
21965,"www.mygovnow.com","A","4"
21778,"kendo.thinktimestage.com","A","2"
41309,"app.volari.it","A","4"
15619,"google.com.tw","A","2"
11725,"fms.bjins.co.uk","A","2"
15623,"www.mobile01.com","A","4"
15627,"www.greenwoodcampbell.com","A","2"
21958,"cafetandem.com","A","4"
12841,"tcaa.nl","A","4"
15630,"remotecontrol.brennercom.it","A","4"
42195,"program.go365.com","A","4"
42196,"iep.fmicro.com","A","4"
15641,"owa.luxoft.com","A","2"
15586,"businessunite.nl","A","2"
15650,"www.tangram-tis.nl","A","2"
21973,"lef-magazine.nl","A","2"
3849,"api.omise.co","A","2"
15653,"hektarnektar.com","A","4"
15661,"area51.phpbb.com","A","4"
15658,"qq-xx.com","A","4"
42200,"hobbit.autocheck.com","A","4"
42202,"villalighting.com","A","4"
15663,"www.google.com.tr","A","2"
42206,"ajinc.wizlearn.com","A","null"
9785,"www.royalgames.com","A","4"
1846,"api.jsjapp.com","A","4"
15662,"build-finance.com","A","4"
42197,"testkoll.se","A","4"
21977,"www.dailycity.net","A","4"
42212,"www.paget-eco.com","A","4"
11728,"api.joker.menu","A","4"
21980,"app.bombbomb.com","A","2"
41438,"test.elab-net.de","A","2"
42229,"vimmerbysparbank.se","A","2"
15672,"www.malcleanse.co.uk","A","4"
31524,"abbruch-star.de","A","2"
1121,"beta.buildbinder.com","A","2"
15684,"3dsecure2.hsbc.co.id","A","2"
15306,"www.german-values.de","A","4"
11726,"configinter.net","A","2"
11730,"mycems.sp.edu.sg","A","4"
21995,"help.acctivate.com","A","2"
17212,"vakh.net","A","4"
22004,"rsibanking.btbanking.com","A","4"
15701,"cms.ireland.com","A","4"
42243,"printerpoint.com","A","2"
15687,"www.banking.gov.tw","A","4"
15700,"foody.sg","A","2"
15710,"www.informationevolution.com","A","2"
42249,"eda.se","A","2"
42259,"uk-api.experian.com","A","4"
15711,"butafori.ru","A","2"
11731,"nia.go.th","A","4"
10041,"cambodianmatch.com","A","4"
42264,"tfsmith.com","A","4"
22020,"tickets.brussels-expo.be","A","4"
15719,"babes-dudes.nl","A","4"
42267,"laoadventist.info","A","4"
15726,"vaporgenie.com","A","4"
15702,"www.qdoba.com","A","2"
42276,"www.guinoteshop.cz","A","2"
15729,"akmath.tuwien.ac.at","A","4"
15732,"www.souqaljahra.com","A","2"
22021,"www.prismafinanciero.com","A","2"
1502,"ytz.com","A","2"
15733,"futureinv.biz","A","2"
2932,"project.rendili.co.uk","A","2"
22030,"www.whakoom.com","A","2"
15748,"tool.businessplan.ch","A","2"
42289,"arbetsgivarverket.se","A","4"
42299,"univmoea2.cernerworks.com","A","2"
16570,"oskarshamn.se","A","2"
15754,"kennsla.audkenni.is","A","2"
15757,"ressources-pc.woopic.com","A","2"
13378,"dadiepa.com","A","4"
42306,"www.sea.laoadventist.info","A","4"
15717,"remote.iceland.co.uk","A","4"
3631,"assured.se","A","4"
15763,"www.dnwg.nl","A","4"
15758,"www.elegantsolutions.no","A","4"
22027,"nobtura.com","A","4"
42310,"www.laoadventist.info","A","4"
15139,"sea-sda.org","A","4"
22031,"sipfed.online.lync.com","A","2"
42316,"sea.laoadventist.info","A","4"
15770,"azora.vn","A","4"
42312,"www.sdamission.org","A","4"
22039,"ex-plorsurvey.com","A","4"
42317,"anceradataportal.net","A","4"
2947,"www.endorphins-healthcare.com","A","4"
6207,"www.sendspace.com","A","4"
42314,"www.comisiadetaiathartii.ro","A","4"
42324,"encuentra360.com","A","4"
42327,"son3cechinhhang.tk","A","4"
15718,"cheapaccountant.com","A","4"
15772,"desiresafaris.com","A","4"
42329,"brewhaus.com","A","2"
15794,"rp-vod-pc.woopic.com","A","2"
11826,"hextracoin.co","A","2"
15796,"bm.tuwien.ac.at","A","4"
15797,"www.londerzeel.be","A","4"
15801,"stage-secure-gateway.hipay-tpp.com","A","2"
6209,"www2.whitby.ca","A","4"
11795,"www.michelmores.com","A","4"
15814,"www.ana.co.jp","A","2"
22052,"telugumahilalokam.blogspot.in","A","2"
15809,"www.solution.edu.pl","A","4"
15802,"ixlhosting.nl","A","4"
41951,"www.spectable.com","A","4"
20772,"myplant-gas-static.gepower.com","A","2"
22024,"videospornfree.com","A","4"
11794,"da.barnett-waddingham.co.uk","A","2"
15820,"yu-park.ru","A","4"
15822,"chor.tuwien.ac.at","A","4"
15826,"cryptogu.ru","A","4"
42335,"zmay.si","A","4"
42337,"www.viewmyfax.com","A","4"
15829,"www.portemonneez.nl","A","4"
22047,"www.careers.niams.nih.gov","A","4"
759,"secure.ms.com","A","2"
15841,"www.debeka.de","A","2"
15843,"www.mitsuuroko-voyagers.com","A","4"
2954,"packyard.com","A","4"
15851,"www.postais-antigos.com","A","2"
2417,"equifax.com","A","2"
11801,"postfiles.eca.europa.eu","A","4"
11753,"razili.co.il","A","4"
22058,"owa.fh-muenster.de","A","2"
15850,"tsew.com","A","2"
22061,"m.3306.cc","A","2"
41951,"www.spectable.com","A","2"
22041,"cropty.biz","A","4"
11756,"www.prestige-gift.com","A","4"
16431,"www.capitalone.com","A","2"
42353,"www.0619.com.ua","A","4"
15184,"pal-test.adyen.com","A","4"
42363,"login.dish.com","A","2"
15875,"opdrachtgevers.zorgwerk.nl","A","2"
42362,"www.cannatris.com","A","2"
42368,"lensaindonesia.com","A","2"
22062,"growthlab.com","A","2"
42367,"apigee.com","A","2"
42373,"www.spectable.be","A","2"
12041,"webapp.zerlauth.net","A","4"
42383,"api.vitelity.net","A","4"
22073,"www.pfsc.com","A","4"
42378,"peekdeen.com","A","4"
22088,"elmu.hu","A","4"
41951,"www.spectable.com","A","4"
42399,"coverhound.com","A","4"
15889,"volcante.ru","A","4"
2942,"marketing.dropbox.com","A","2"
15894,"andersonstrathern.co.uk","A","4"
15887,"www.vizerra.ru","A","4"
6216,"nwdev.exisor.com","A","4"
11764,"shop3.ticketscript.com","A","2"
22093,"www.kmcstore.com","A","2"
15898,"eserbanescu.ro","A","4"
29888,"trustedplace.com","A","4"
42409,"cloudfile.joncodie.com","A","2"
42411,"chsec.wellsfargo.com","A","2"
15454,"test.bokus.com","A","4"
15916,"www.bokus.com","A","4"
15919,"hkisfbweb.andritz.com","A","4"
15878,"app.zensupplies.com","A","2"
22096,"zzpbarometer.nl","A","4"
15648,"wp.pl","A","2"
42418,"wellsdocx.wellsfargo.com","A","2"
42413,"ceosv.wellsfargo.com","A","2"
15931,"mobile.seetickets.com","A","2"
15928,"www.vz-web.idapgroup.com","A","4"
42420,"cloudfile.inspiresleep.com","A","2"
15933,"bluserve.com","A","4"
15918,"mobility.onlinesbi.com","A","2"
15944,"elsevier.custhelp.com","A","2"
15935,"xmasadshare.com","A","4"
15945,"infomir.ch","A","4"
42421,"naturstrom.de","A","4"
41951,"www.spectable.com","A","4"
15952,"valamar-preview.com","A","2"
6227,"tumyum.me","A","4"
22104,"skin79-sklep.pl","A","4"
22106,"www.nationalheraldindia.com","A","4"
42423,"doit-ticket.de","A","2"
15963,"www.ccfch.pt","A","4"
21239,"fxarrowonlinebank.com","A","4"
15967,"beta.fotoknihyakalendare.cz","A","4"
22112,"www.sgtanks.co.uk","A","2"
15944,"elsevier.custhelp.com","A","2"
42435,"www.iatspayments.com","A","2"
15975,"www.ukjuicers.com","A","2"
32217,"lenta.ru","A","4"
6226,"npd.uuplc.co.uk","A","4"
11772,"b2b.happify.com","A","2"
14748,"www.mtccrm.com","A","2"
22114,"surveys.shopperthoughts.com","A","4"
15981,"alt2.hadir.in","A","2"
42443,"breizhcafe.com","A","4"
15994,"helloworld.letsencrypt.org","A","4"
22118,"annerbe.ucoz.com","A","4"
15987,"bodiderm.com.au","A","4"
42437,"zoom.us","A","2"
11774,"totumsport.com","A","4"
22085,"careerpark.jp","A","2"
16002,"mgw-dev.jointoken.com","A","4"
15998,"absolutprint.net","A","4"
1511,"www.cynetart.org","A","4"
2958,"lordaroundtheworld.com","A","4"
6213,"um79.by","A","2"
16005,"gunk.io","A","4"
15952,"valamar-preview.com","A","2"
22124,"www.prioloshop.com","A","4"
16012,"mail.garanta.ro","A","4"
16017,"nepremicnine.click","A","4"
16019,"farener.com","A","4"
15276,"www.boltongroups.com","A","4"
29628,"www.starland.ro","A","2"
42461,"www.nord.banquepopulaire.fr","A","2"
42476,"sitecheck.sucuri.net","A","2"
15998,"absolutprint.net","A","4"
11788,"secrutiny.com","A","2"
15641,"owa.luxoft.com","A","2"
15996,"bss2jq3kbk.execute-api.eu-west-1.amazonaws.com","A","2"
22131,"video.mystay.co.uk","A","4"
16024,"heritageapartments.ie","A","4"
7010,"mysmurf.com","A","4"
42479,"setores.me","A","2"
12356,"ebplimited.com","A","2"
16037,"carpetsandflooring.ie","A","4"
21890,"da2.css.ch","A","4"
16049,"ictsa.ie","A","4"
16042,"www.unitn.it","A","4"
42482,"siemens.com","A","2"
42483,"www.progreso.com.do","A","4"
16045,"gist.githubusercontent.com","A","2"
42454,"buyingclub.co","A","4"
16058,"dot.lesobservatie.school","A","4"
16061,"www.textilesintelligence.com","A","2"
2970,"www.nadaguides.com","A","2"
11791,"piwik.jovicom.fi","A","2"
16060,"mcdonaldint.com","A","4"
22138,"www.bap.org","A","4"
16064,"allbooks.ie","A","4"
22135,"surveys.shopperthoughts.ie","A","4"
16067,"meteoram.com","A","4"
16075,"delaneydentist.ie","A","4"
16071,"www.intelligence.gov","A","2"
16084,"hrsa.cus.mycmsc.com","A","2"
22143,"gag.dk","A","2"
31592,"jobs.newellbrands.com","A","2"
16078,"www.vihta.com","A","2"
42505,"www.lovemygi.com","A","2"
16097,"efl.pl","A","2"
22140,"prodsymmdm.fremantleports.com.au","A","2"
15952,"valamar-preview.com","A","2"
2964,"hostgator.com","A","4"
16087,"m-glider-xiu.pps.tv","A","4"
5990,"egov.rld.state.nm.us","A","2"
11804,"tik.help","A","4"
33598,"tsw-test.services.tuv.com","A","2"
42518,"appportal.userede.com.br","A","2"
16111,"tolkdanmark.dk","A","2"
42521,"d281.guest-hosting.ch","A","2"
22156,"login.vonage.com","A","4"
16120,"nodelua.org","A","4"
22157,"wnioski.raiffeisenpolbank.com","A","4"
16121,"rd.dhd.nl","A","2"
6426,"websitewelcome.com","A","2"
16129,"netroadshow.com","A","4"
42529,"bluematrix.com","A","4"
16127,"ts-automation.it","A","2"
6234,"wrexham.flowz.co.uk","A","2"
11770,"control2.namola.com","A","2"
15948,"grandasiavacation.com","A","4"
42534,"www.viajanet.com.br","A","4"
42536,"www.healthfirst.com","A","4"
16145,"www.haydenagencies.com","A","4"
16134,"pcstore.bg","A","2"
2932,"project.rendili.co.uk","A","4"
42550,"www.homegymer.com","A","2"
42546,"itau.sc.omtrdc.net","A","2"
16151,"archive.ictsa.ie","A","4"
42554,"am3-c3r107-sku2.fin.em2.oraclecloud.com","A","2"
42558,"gus.tl","A","4"
16158,"mail.nsm-sidcup.co.uk","A","2"
11674,"giraafrica.com","A","4"
16166,"upanidea.org","A","2"
16162,"login.etadirect.com","A","4"
16161,"coutureauthentication.com","A","4"
22178,"share.anidris.lu","A","4"
16169,"astenotarili.online","A","2"
15807,"www.paperpdf.com","A","2"
16170,"www.coutureauthentication.com","A","4"
16040,"prisma-tr.prismamedia.com","A","4"
22168,"firstlily.jp","A","4"
42576,"uatcoregateway.fusion.com","A","4"
22180,"dev-peakmeup-belfius-app.efficy.com","A","2"
42579,"trm128.brassring.com","A","2"
16187,"dndgroup.com.ua","A","2"
512,"marketing.trivok.com","A","4"
1513,"www.edorex.ch","A","4"
2972,"freshcalendars.com","A","4"
16204,"www.royalmail.com","A","2"
6044,"www.imobauto.ie","A","4"
11817,"www.bdo.ch","A","2"
22175,"toptrackingapps.com","A","4"
42567,"api.mediarithmics.com","A","4"
16208,"portal-sl.worldota.net","A","2"
42581,"dnwebdomesticp6.efunds.com","A","4"
42588,"lightemupelectric.com","A","4"
42584,"todolivro.com.br","A","2"
16224,"account.cooperativeenergy.coop","A","2"
11819,"lwin.nl","A","2"
42596,"linux.usi.edu","A","4"
16226,"kimcartoon.me","A","2"
16229,"cweb.iitm.ac.in","A","4"
16236,"hahbi.com","A","4"
22197,"reportingservice.activedirectory.windowsazure.com","A","2"
16244,"codingmarks.org","A","4"
16245,"fmph.uniba.sk","A","4"
22196,"www.escritorioempresa.cl","A","4"
13780,"www.matric.biz","A","2"
6246,"hdpb.evotec.com","A","2"
22194,"htfcreations.ml","A","null"
16253,"ci-soap.iovation.com","A","4"
16252,"www.gaudi-ds.com","A","4"
42615,"api.crisis24.com","A","4"
16256,"behavioralobservations.com","A","4"
22204,"cavaliers23.fr","A","4"
42621,"secure2.live-lead.com","A","2"
42626,"www.woolhopewoodheat.org.uk","A","2"
6248,"cmcttest.evotec.com","A","2"
11826,"hextracoin.co","A","4"
1984,"biztech-iq.com","A","2"
17212,"vakh.net","A","4"
11830,"webmail.taarnby.dk","A","4"
22209,"gateway.hendikins.id.au","A","4"
42636,"pg.eet.cz","A","4"
22215,"servicehub.amadeus.com","A","2"
2974,"nadaguides.com","A","2"
16280,"k2.buckscc.gov.uk","A","4"
6249,"targethunter.evotec.com","A","4"
11837,"tamniyom.com","A","4"
22194,"htfcreations.ml","A","4"
16279,"tokopos.com","A","4"
15903,"tableaux-artwork.com","A","4"
42640,"howies.co.uk","A","2"
16286,"rajce.idnes.cz","A","2"
16283,"colourmypot.com","A","4"
22220,"rabsolutions.ml","A","4"
21100,"secure.digiposte.fr","A","2"
42651,"dermaer.com","A","4"
16274,"transfer.garanta.ro","A","4"
8583,"www.mobills.com.br","A","2"
6254,"cmctmos.evotec.com","A","2"
11844,"appscilen.com","A","2"
16289,"www.teckids.org","A","4"
42662,"www.solarwinds.com","A","2"
16305,"www.ficell.fr","A","2"
11841,"jaifarm.com","A","4"
22221,"tst7720.ddns.net","A","4"
16300,"buildingscience.tuwien.ac.at","A","4"
42671,"www2.buycentral.at","A","4"
6250,"smtls.evotec.com","A","2"
16312,"helpdesk01.tarleton.edu","A","2"
16284,"listserv01.tarleton.edu","A","2"
16315,"www.piecesxpress.com","A","4"
22233,"www.raiffeisen.at","A","2"
16287,"pact.tarleton.edu","A","2"
42672,"bolshe.ru","A","4"
16324,"www.myargoscard.co.uk","A","2"
42662,"www.solarwinds.com","A","2"
16328,"extern.dnwg.nl","A","null"
16303,"rms01.tarleton.edu","A","2"
16323,"www.root360.de","A","2"
22241,"subsonic.famille-perret.ovh","A","4"
19546,"linkedin.com","A","4"
42674,"besthomefashion.com","A","2"
16335,"www.partaudit.fr","A","4"
16328,"extern.dnwg.nl","A","null"
42686,"remote.xzeres.com","A","2"
11827,"whatismyipaddress.com","A","2"
16344,"rabota.ua","A","2"
22236,"www.cosmoprofi.ru","A","4"
42688,"tafb.org","A","2"
42689,"www.paypal-survey.com","A","2"
16354,"rolcar.cloud.openbravo.com","A","4"
22249,"sunrisecreditservices.com","A","4"
16328,"extern.dnwg.nl","A","4"
16366,"grubby.centove.com","A","4"
22237,"fenomeen-leiderschap.nl","A","2"
42687,"evalite.focusorange.com","A","4"
1518,"www.xtremeperformanceservices.com","A","4"
2979,"admin.tbps2017.vn","A","4"
16370,"mekhe.com","A","4"
16378,"bestand.gemeentebest.nl","A","4"
22253,"pay.skrill.com","A","2"
22252,"nrpsport.no","A","4"
16387,"mybrdnet.ro","A","2"
42694,"lifelock.com","A","2"
42691,"edata.sg","A","2"
16392,"www.bullguard.com","A","2"
16339,"www.rust-lang.org","A","2"
42697,"henri2.thingks.academy","A","4"
16422,"cleartax.in","A","2"
16395,"google.se","A","2"
22254,"glua.ua.pt","A","4"
42695,"registry.npmjs.org","A","2"
16397,"media.psshp.fi","A","2"
16396,"rest.socialsecurity.be","A","4"
16398,"transf.a1.ind.br","A","4"
42703,"dev.crystalidea.com","A","4"
16379,"dinkarma.info","A","4"
14748,"www.mtccrm.com","A","2"
16407,"webmail.gemeentebest.nl","A","2"
22250,"www.ivona.com","A","2"
16415,"haldiramsonline.com","A","2"
42710,"callminer.com","A","4"
16412,"superbits.org","A","4"
42725,"scorecardresearch.com","A","2"
42724,"webappsdata.wrc.com","A","4"
2978,"clipartfest.com","A","4"
11830,"webmail.taarnby.dk","A","4"
22209,"gateway.hendikins.id.au","A","4"
42728,"uitax.dew.sc.gov","A","2"
16437,"freenode.net","A","2"
42733,"intranet.basico.unicamp.br","A","4"
16445,"sip.brd.ro","A","4"
42734,"nazb.com","A","4"
16446,"wahlkartenantrag.at","A","2"
16433,"adherents.ast67.org","A","4"
16435,"mail.taitava.fi","A","4"
16462,"hearconnect.org","A","4"
16470,"mail.ast67.org","A","4"
42626,"www.woolhopewoodheat.org.uk","A","4"
6262,"www.schoolholidayshop.com","A","4"
11857,"www.target2bf.fr","A","4"
16464,"40565fc5.ngrok.io","A","4"
22274,"gamingvibe.com","A","2"
42749,"cgkdordrecht-c.nl","A","4"
16486,"pensionbroker.dk","A","2"
42757,"nowyirbis.ionic.pl","A","2"
42764,"magvar.com","A","4"
42761,"go.microsoft.com","A","2"
42765,"www.kalf.com.br","A","2"
2993,"sidmomin.com","A","4"
6271,"rqconsumercenter.mysynchrony.com","A","2"
16495,"kranbank.ru","A","2"
11878,"www.quattroruote.it","A","2"
16508,"femto.eu","A","2"
16510,"www.klm.com","A","2"
16511,"biostry.biz","A","4"
22272,"synergy.ru","A","4"
16517,"uptrend.ru","A","2"
42779,"www.omgfashion.com","A","2"
42772,"www.trydailypay.com","A","2"
16518,"ostrovok.ru","A","2"
42780,"sowosamma.info","A","4"
11882,"www.alvolante.it","A","4"
16521,"exalize.nl","A","4"
22287,"i4e.kik-s.de","A","2"
16328,"extern.dnwg.nl","A","4"
42781,"borstkanker.nl","A","4"
16530,"www.werk.nl","A","2"
22209,"gateway.hendikins.id.au","A","4"
41762,"borala.com.br","A","4"
42786,"volymgym.se","A","4"
16525,"ssl11.ovh.net","A","4"
42793,"www.efoqa.com","A","2"
16444,"www.softjourn.com","A","4"
11872,"bapenda.jabarprov.go.id","A","4"
19352,"www.surecloud.com","A","4"
16536,"bauunternehmen-herr.de","A","2"
42795,"dhomes.eu","A","null"
16548,"valid.r3.roots.globalsign.com","A","2"
42800,"hostens.com","A","2"
11885,"www.colissimo.entreprise.laposte.fr","A","2"
16448,"www.hostinger.de","A","2"
16563,"www.nlrb.gov","A","4"
22297,"www.abm.de","A","2"
16567,"www.dynamicsexchange.com","A","2"
22301,"www.csa.cz","A","2"
42817,"fmt-minio.smestorage.com","A","4"
16578,"elzab.com.pl","A","4"
16579,"www.youporn.com","A","4"
42806,"api.rbk.money","A","2"
10273,"mx.spamreflect.org","A","4"
1526,"www.green-i.my","A","4"
1519,"on.doi.gov","A","2"
16591,"soap.iovation.com","A","2"
2996,"www.edgeless.io","A","2"
5990,"egov.rld.state.nm.us","A","4"
11891,"brustvergroesserung-drgrath.ch","A","2"
22309,"google.at","A","2"
16599,"doublepanic.com","A","4"
42825,"www.emploi-environnement.com","A","4"
16604,"hocdet.net","A","2"
42829,"www.statkit.com","A","2"
22307,"blogs.onblick.com","A","4"
42831,"uwtdcapi.westus.cloudapp.azure.com","A","4"
22303,"oddometals.eu","A","2"
42817,"fmt-minio.smestorage.com","A","4"
10759,"maps.nlsc.gov.tw","A","4"
22312,"dmtalvdal.no","A","4"
42844,"sterlingbankng.com","A","4"
16622,"mlibrary.kurnaicollege.vic.edu.au","A","4"
42847,"bjerkedalen.no","A","2"
42855,"www.tacook.com","A","4"
42854,"www.trademe.co.nz","A","2"
2997,"starfinanz.de","A","2"
11892,"dx3ltd.com","A","4"
42876,"mydesktop.lirr.org","A","2"
16626,"info.cloudlearning.ro","A","4"
16640,"owa.srvhlaw.com","A","2"
16629,"myprotergia.intelen.com","A","2"
42817,"fmt-minio.smestorage.com","A","4"
6241,"skorzewski.waw.pl","A","4"
19747,"propertypanorama.com","A","4"
42881,"canon-bretagne.fr","A","4"
42892,"mail.damwatch.co.nz","A","2"
16482,"p1.atksla.fi","A","4"
42891,"bevolking-batch.extranet.cevi.be","A","2"
16648,"invest.gide-consulting.com","A","2"
3006,"rendili.co.uk","A","4"
16657,"kentcht.nhs.uk","A","4"
16658,"allglasses.net","A","4"
16653,"paperipalvelu.fi","A","4"
16661,"immedis.com","A","4"
6277,"remote.deaconess.com","A","2"
16649,"mail.cedrus.ru","A","2"
22324,"sjr.qua.natixis.com","A","4"
42896,"www.nlvpartners.com","A","4"
42890,"royal-trader.com","A","4"
42817,"fmt-minio.smestorage.com","A","null"
22328,"www4.dncsolution.com","A","2"
42905,"kamiszczu.ovh","A","4"
14355,"thedanzone.net","A","4"
42817,"fmt-minio.smestorage.com","A","4"
22334,"cakezone.com","A","2"
42909,"klik.nlb.si","A","4"
42912,"sis.odysseywareacademy.com","A","2"
16621,"mikkeli.sanomapro.fi","A","4"
16687,"symbolonkartyak.com","A","4"
16699,"vegan-pratique.fr","A","4"
6278,"lesfilmsduchatroux.com","A","4"
11908,"dv.scad.ae","A","4"
16693,"cguat2.creditguard.co.il","A","2"
10826,"victoriabcplus.com","A","2"
42922,"thomasryan.xyz","A","4"
11909,"touchtime.parsons.com","A","4"
42931,"nsmghmisaws.nsmg.com","A","2"
16704,"test18.portal.relayware.com","A","2"
42930,"dietasparaemagreceragora.com.br","A","4"
22336,"www.pymetrics.com","A","2"
11905,"btcinv4u.com","A","4"
16709,"vending.softjourn.if.ua","A","2"
22350,"secure.pilotonline.com","A","4"
16714,"ilearn2.dsv.su.se","A","4"
16680,"pgs-uat.cbxcloud.com","A","4"
42939,"palikot.eu","A","2"
42941,"www.smarterhomes.org.nz","A","2"
16716,"duifmelden.nl","A","4"
42943,"base.appraisalscope.com","A","2"
42947,"www.wykop.pl","A","4"
8184,"tpz.link","A","2"
1510,"gatekeeper.synaq.com","A","4"
16724,"loket.sliedrecht.nl","A","2"
16728,"ksiegowosc.ingbank.pl","A","4"
3003,"englishrosebakery.com","A","4"
15324,"mattermost.orento.com","A","4"
11923,"www.propertyshark.com","A","4"
16735,"www.pandamovies.com","A","4"
22353,"americanrecoveryservice.com","A","4"
42952,"www.quillette.com","A","2"
16743,"efficientadvisors.com","A","2"
42951,"bitcoinmany.com","A","2"
16653,"paperipalvelu.fi","A","4"
16622,"mlibrary.kurnaicollege.vic.edu.au","A","null"
16744,"theadvisorlab.com","A","2"
16751,"www.mieuxinvestir.ca","A","2"
42954,"kbs.appsrv.fr","A","4"
16445,"sip.brd.ro","A","4"
22182,"castellondelaplana.eu","A","4"
42961,"qa1-scus-mobile-interaction-lexisnexis.servicebus.windows.net","A","2"
22357,"apitoken.show.mdgms.com","A","2"
42949,"www.marines.com","A","2"
43015,"secuweb1.secunm.org","A","4"
16622,"mlibrary.kurnaicollege.vic.edu.au","A","4"
22366,"dealer.fnbh.com","A","2"
42969,"secure.beaconpointeduluth.com","A","2"
215,"cityviewportal.cityofthornton.net","A","4"
16763,"mail.prudential.co.za","A","2"
11921,"www.pvc-sichtschutzstreifen.de","A","4"
801,"playgamecodau.com","A","4"
42974,"serenityhospiceaz.com","A","4"
16774,"intranett.rafisklaget.no","A","4"
22365,"www.keopx.net","A","4"
16780,"www.archive.org","A","4"
42977,"ftp.mcl.at","A","2"
42976,"secure.bluehost.com","A","4"
22287,"i4e.kik-s.de","A","2"
42981,"email.ausd.us","A","2"
3658,"www.ebay.com","A","2"
16790,"sinet.sblcorp.com","A","4"
42983,"exchange.mcl.at","A","2"
16792,"www.sinterklaaskostuums.be","A","4"
16801,"www.ifcamc.org","A","4"
42991,"bombasticks.fr","A","4"
16786,"bdnews24.com","A","2"
11252,"netmetin.pl","A","4"
6297,"kitchencabinetdepot.com","A","4"
16804,"therun.sk","A","4"
16799,"esport-management.com","A","4"
43001,"ecngs.com.br","A","4"
11926,"origin-cdn.propertyshark.com","A","4"
16807,"thegoodestateagent.co.uk","A","4"
22288,"mattermost.espatial.com","A","null"
16810,"mspp.b2xcare.com","A","2"
526,"api.louisparet.fr","A","2"
16794,"www.7up.com","A","2"
16814,"www.lakesidedocksales.com","A","4"
43004,"owa.hahn-lamellenfenster.de","A","2"
1530,"www.inforamo.com","A","4"
6310,"infrastructure-services.osnow.de","A","4"
22390,"aion.network","A","2"
15386,"profiwro.pl","A","4"
43008,"m2c.org.nz","A","4"
22397,"new.midlandtravel.ie","A","4"
6300,"geodronsl.com","A","4"
43018,"www.beyondcorp.com","A","2"
43029,"fraterline.fr","A","4"
16804,"therun.sk","A","4"
42914,"www.mashey.com","A","2"
43039,"b-trex.com","A","4"
11942,"pellcompwebapps.pellcomp.net","A","4"
16738,"docs.holon-platform.com","A","4"
43052,"twinkiemedia.com","A","4"
43055,"www.amperagemarketing.com","A","4"
43059,"register-parking.smu.edu","A","2"
43056,"www.inacomptc.com","A","4"
16857,"www.hostinger.co.id","A","2"
22418,"www.yachtisabela.com","A","4"
43062,"parvu.net","A","4"
22376,"mail.solopos.com","A","4"
16833,"app.betterworks.com","A","2"
16851,"tttsoftware.nl","A","4"
22428,"www.kwaliteitscholen.nl","A","2"
399,"mobile.steeltree9.ca","A","2"
763,"condiviviamo.it","A","4"
1532,"xmminet2.xmm.uk","A","2"
6299,"www.codd-home.net","A","4"
6314,"correo.mppeuct.gob.ve","A","4"
16878,"rufabula.com","A","4"
16883,"wx.toronto.ca","A","4"
14213,"staging.chromeriver.com","A","4"
11938,"pellcomp.co.uk","A","2"
11943,"capital-easy.info","A","2"
22431,"blog.dataprotection.ie","A","4"
43067,"www.stratixcorp.com","A","4"
16908,"m.llbean.com","A","2"
16600,"bokapass.nemoq.se","A","2"
16904,"blog.nordnet.com","A","2"
16905,"www.etlp.co.uk","A","4"
3282,"vk.com","A","4"
43069,"jeremypradie.fr","A","4"
22429,"shop.parkwash.co.uk","A","4"
16916,"mail.bavarian-nordic.com","A","2"
43075,"dnaweb8.secunm.org","A","4"
7155,"claritybraces21ways.3m.com","A","4"
43036,"www.hostinger.dk","A","2"
11950,"www.emaar.com","A","2"
22435,"n00k.info","A","4"
43085,"www.ivyleaconstruction.com","A","4"
9733,"www.freecodecamp.com","A","4"
6282,"pritrans.by","A","2"
16931,"bualuang.bangkokbank.com","A","2"
9964,"play.google.com","A","2"
22444,"thebillioncoin.info","A","4"
43102,"hazardscout.com","A","4"
22454,"weprint.averyproducts.com.au","A","4"
