"domainhistory","url","rating","hstsPolicy status"
13275,"espressorium.com.au","A","""absent"""
27451,"transfer.periscope.com","A","""absent"""
52154,"www.bankruptcyhighway.com","A","""absent"""
52157,"pragmaticpayments.com","A","""absent"""
4061,"secure.ghostdraft.ca","A","""absent"""
31321,"devmarks.ru","A","""absent"""
14521,"www.yokogawa.co.jp","A","""absent"""
27465,"dennisbb.com","A","""absent"""
52156,"activesync.stikeman.com","A","""absent"""
52161,"vasportsnutrition.com","A","""absent"""
52165,"brassart.fr","A","""absent"""
4067,"canal.ghostdraft.com","A","""absent"""
52162,"srv3.nenad.me","A","""absent"""
52163,"toolfulldare.com.tw","A","""absent"""
31266,"sendgrids.us","A","null"
254,"www.snatchradio.com","A","""absent"""
14529,"pazz-limited.info","A","""unknown"""
31340,"service.sony.com.tw","A","""present"""
14532,"www.theawareness.website","A","""absent"""
27477,"archie.nl","A","""absent"""
31349,"chipsandprofit.com","A","""absent"""
52195,"www.korexmall.co.kr","A","""absent"""
31355,"celtris.com","A","""absent"""
31351,"myoikos.life","A","""absent"""
52193,"getbadges.io","A","""absent"""
24158,"owent.net","A","""absent"""
31364,"spedstaff.moe.gov.sg","A","""absent"""
14534,"www.leadliaison.com","A","""absent"""
15411,"moneyou.archiefweb.eu","A","""absent"""
27474,"www.healthyhildegard.com","A","""absent"""
31353,"mo.drupalserver.com","A","""unknown"""
52210,"summitforclinicalexcellence.com","A","""absent"""
52190,"www.jamiegrahamlaw.com","A","""absent"""
1903,"freeze.transunion.com","A","""absent"""
3805,"www.bkk-da.de","A","""absent"""
4488,"zenithgolds.com","A","""absent"""
14539,"wwlovers.store","A","""absent"""
3614,"front-end.dog","A","""present"""
31358,"fe.queminhngaymoi.vn","A","""absent"""
27252,"stage.parkupnow.com","A","null"
52216,"uatmrsctpat.cbp.dhs.gov","A","""absent"""
31379,"nordicpropertynews.com","A","""absent"""
27478,"www.yeloplay.be","A","""absent"""
10820,"orionhealth-eu-demo-4.apigee.net","A","""absent"""
31391,"www.zakupivli.biz","A","""absent"""
31384,"polonicult.com","A","""absent"""
31402,"ddns.giantix-server.com","A","""disabled"""
31389,"bit.ly","A","""absent"""
52201,"vozio.co.uk","A","""absent"""
27486,"correu.cortsvalencianes.es","A","""absent"""
7548,"alphaxray.de","A","""absent"""
14553,"sandbox-dot-forigotron.appspot.com","A","""absent"""
52241,"santandercf.custhelp.com","A","""absent"""
14556,"sharpseat.com","A","""disabled"""
31421,"srcclr.com","A","""absent"""
27252,"stage.parkupnow.com","A","""absent"""
31424,"mail.mit.gl","A","""absent"""
51599,"chefmarianameza.com","A","""absent"""
27490,"www.cortsvalencianes.es","A","""absent"""
52246,"mail.pcm-holding.at","A","""absent"""
31420,"app.bitly.com","A","""absent"""
52244,"cib-maintpg.ibanking-services.com","A","""absent"""
28707,"telecare.signia-pro.de","A","""absent"""
14557,"www.ines.co.jp","A","""absent"""
31409,"221616.com","A","""absent"""
27494,"csi.group","A","""absent"""
52230,"cdn.ezesoftcloud.com","A","""absent"""
52249,"www.stayfilm.com","A","""absent"""
31447,"webshop.oonk.nl","A","""absent"""
27508,"web3.karlsruhe.de","A","""absent"""
7003,"www.cduhessen.de","A","""absent"""
31462,"seclore.firmex.com","A","""absent"""
52239,"www.authorize.net","A","""absent"""
3804,"apps.myrental.com","A","""absent"""
14551,"forigotron.com","A","""absent"""
27503,"www.karlsruhe.de","A","""present"""
52250,"root.nl","A","""absent"""
52257,"cloud.kdeubler.at","A","""absent"""
31474,"demo.yellowplatter.com","A","""absent"""
27505,"www.compositestoday.com","A","""absent"""
31472,"atelierum.pl","A","""absent"""
52110,"cdn.signdesign.cz","A","""absent"""
27519,"mysynchwebsite.azurewebsites.net","A","""absent"""
31479,"www.qualityinternetworking.com","A","""absent"""
27515,"academy.decathlon.com","A","""absent"""
31481,"download.qualityinternetworking.com","A","""absent"""
42057,"secureauth.americanfidelity.com","A","""absent"""
31486,"dsoa.ns-staging.com","A","""absent"""
52261,"honeybaked.e2ma.net","A","""absent"""
52069,"qa.invue-am.com","A","""absent"""
3617,"cgw.sourcemed.biz","A","""absent"""
27522,"www.therugbysquad.com","A","""present"""
52263,"testvhost02.be.ar.it","A","""absent"""
31505,"secure.oil-club.co.uk","A","""absent"""
52269,"system.intellitrack.com","A","""absent"""
14561,"gobrik.com","A","""absent"""
27517,"edit.coding-days.net","A","""absent"""
27512,"api.ipify.org","A","""absent"""
31512,"www.cadburygifting.in","A","""absent"""
52145,"travis.ibm.com","A","""invalid"""
51932,"grover.citeright.net","A","""absent"""
52273,"scarlet-clicks.info","A","""absent"""
27526,"www.quovadisglobal.com","A","""present"""
52279,"alphahw.eu","A","""absent"""
14564,"www.gobrik.com","A","""absent"""
31535,"logmytime.de","A","""absent"""
51932,"grover.citeright.net","A","""absent"""
31530,"globalresolver.com","A","""absent"""
12637,"www.ketrade.com.sg","A","""absent"""
31538,"www.flauto.jp","A","""absent"""
52290,"scotia-ca-pa-uat-www.podiumrewards.com","A","""absent"""
31539,"bpms.emdad.ir","A","""absent"""
7557,"jesterscourt.cc","A","""absent"""
10246,"nzpug.org","A","""absent"""
52298,"scotia-ca-staging-admin.podiumrewards.com","A","""absent"""
21137,"spotonline.nl","A","""absent"""
31556,"www.techviz.net","A","""absent"""
3806,"rzbvm053.uni-regensburg.de","A","""absent"""
2606,"manuaisadultos.com.br","A","""absent"""
14569,"webwaves.ru","A","""absent"""
27544,"mycarefamily.org","A","""absent"""
31567,"nissan-service-alexa.apps.prod.jp.kamereon.org","A","""absent"""
52314,"smartlog.company","A","""absent"""
29488,"www.paulthomasflowers.co.uk","A","""absent"""
27545,"g.themoneytizer.com","A","""absent"""
31580,"beta.lawleyvillageresidents.co.uk","A","""absent"""
52311,"earthlinginteractive.com","A","""absent"""
48896,"www.fotosantesedepois.com","A","""absent"""
7155,"claritybraces21ways.3m.com","A","""absent"""
31582,"www.fullstackoptimization.com","A","""present"""
14571,"www.cynthetic.net","A","""absent"""
31587,"bookings.science.sfu.ca","A","""absent"""
31586,"postkutsche.ebertlang.com","A","""absent"""
46,"uat.identityiq.ikano.nu","A","""absent"""
31569,"www.systena-itm.com","A","""absent"""
31598,"www.alphacamp.co","A","""disabled"""
52320,"test.partnernet.xerox.com","A","""absent"""
31600,"bebemaude.com","A","""absent"""
31596,"www.pro-signalisation.fr","A","""absent"""
31603,"unitnetwork.axelspringer.de","A","""absent"""
52317,"manuscript.com","A","""absent"""
52325,"bcdental.org","A","""absent"""
31608,"mail.google.com","A","""absent"""
31615,"onmed.sytes.net","A","""absent"""
52303,"fedbr-staging.kenexa.us","A","""absent"""
7561,"mail.calderaconsulting.net","A","""absent"""
14574,"www.aka.org.nz","A","""absent"""
27555,"eminemblog.com","A","""absent"""
27561,"jewish-leadership.com","A","""absent"""
31525,"degroep.org","A","""absent"""
31094,"www.abroadly.com","A","""present"""
27562,"greatcyclechallenge.com","A","""absent"""
52148,"schraff.com","A","""absent"""
27824,"download.owncloud.org","A","""absent"""
27558,"orders.bodlenses.com","A","""absent"""
52351,"www.upsight.com","A","""present"""
31630,"a1.digital","A","""absent"""
31628,"oph.mdrjr.net","A","""absent"""
52354,"test.finmason.com","A","""absent"""
31632,"mail.betfair.com.au","A","""absent"""
3802,"steamdb.steamcn.com","A","""absent"""
7572,"comforthostel.com","A","""absent"""
27568,"www.greenlifestylestore.nl","A","""absent"""
31646,"www.spontina.it","A","""absent"""
31642,"www.nevix.cz","A","""absent"""
27570,"pay.minipay.no","A","""absent"""
31641,"magnr.com","A","""absent"""
33442,"customerservtool.epps-services.com","A","""absent"""
27566,"ltcminer.io","A","""absent"""
52359,"enterprise.seatgeek.com","A","""present"""
31665,"appulate.com","A","""absent"""
52358,"oliviapastabar.com","A","""absent"""
31660,"retail.tools.mobiistar.com","A","""absent"""
20852,"sccl.it","A","""absent"""
31661,"vaszonkepkeszites.hu","A","""absent"""
31222,"www.expressen.se","A","""present"""
14583,"nexus.ensighten.com","A","""absent"""
52360,"mojointerface.smarthealth.com","A","""absent"""
31668,"mobidapt.com","A","""absent"""
31650,"lichess.cdn.prismic.io","A","""absent"""
52363,"sftp.redventures.com","A","""present"""
14593,"www.actiononhearingloss.org.uk","A","""present"""
47532,"www.littlewoods.com","A","""absent"""
52372,"newlandchase.cn","A","""absent"""
31693,"www.silazdorovya.ru","A","""absent"""
7516,"helpdesk.srvhlaw.com","A","""absent"""
31692,"hair.ms","A","null"
31695,"www.hair.ms","A","""absent"""
31698,"buyinternetcable.com","A","""absent"""
31520,"bi.assistinformatica.com","A","""absent"""
5704,"inschrijvingservice.glr.nl","A","""absent"""
3614,"front-end.dog","A","""present"""
1984,"biztech-iq.com","A","""absent"""
31704,"www.monreallondon.com","A","""absent"""
27584,"timetrackerprojects.com","A","""absent"""
52374,"newlandchase.com","A","""absent"""
31710,"celticradio.net","A","""absent"""
31692,"hair.ms","A","""absent"""
31716,"bankrefunds.org.uk","A","""absent"""
14596,"tvsurfantenna.com","A","""absent"""
31720,"linkmuse.com","A","""absent"""
31722,"ais.dc-dataconnect.de","A","""present"""
27588,"bayan19.org","A","""absent"""
52379,"www.luckyvitamin.com","A","""absent"""
14607,"calendly.com","A","""absent"""
31731,"ecommerce.keengas.com","A","""present"""
52387,"www.radicalresearch.co.uk","A","""absent"""
961,"www.ajaykontham.in","A","""absent"""
1899,"glodek-edv.de","A","""absent"""
3823,"blockchainminerpro.info","A","""absent"""
31740,"iotagarden.com.au","A","""absent"""
31735,"openstackid.org","A","""absent"""
14609,"sianie54.ru","A","""absent"""
16339,"www.rust-lang.org","A","""absent"""
27586,"sns.fjsen.com","A","""absent"""
27597,"fishingnetwork.it","A","""absent"""
52396,"tickx.co.uk","A","""absent"""
52405,"groupe-ipeca.org","A","""absent"""
31666,"onbox.hu","A","""absent"""
15501,"www.ipicom.pl","A","""absent"""
31696,"www.publishare.co","A","""absent"""
31766,"codewalla.com","A","""absent"""
52407,"pwreset.solarwinds.com","A","""present"""
52409,"process.filestackapi.com","A","""absent"""
31771,"ppi-check.co.uk","A","""absent"""
27596,"neurotransdata.com","A","""absent"""
31778,"test-admin.thesaleshuddle.com","A","""absent"""
27599,"emea.secure.linde.com","A","""present"""
31767,"www.grecos.pl","A","""present"""
3336,"mykolab.com","A","""absent"""
52372,"newlandchase.cn","A","""absent"""
14617,"fightmnd.org.au","A","""absent"""
27600,"alsafwa.bayt.com","A","""absent"""
31779,"prestigecomputer.ru","A","""absent"""
4151,"wlbentley.net","A","""absent"""
52423,"samy.pl","A","""absent"""
52418,"www.wondamobile.com","A","""absent"""
31785,"hockeynation.club","A","""absent"""
27578,"www.larusmiani.it","A","""absent"""
23049,"bonitodesantafe.pb.gov.br","A","""absent"""
31786,"es.patronbase.com","A","""absent"""
27612,"api-myrecord.sandboxcerner.com","A","""unknown"""
31811,"stg-api.thesaleshuddle.com","A","""absent"""
52431,"tasks.toodledo.com","A","""absent"""
48205,"hiphauler.ca","A","""absent"""
7288,"www.aaalifedesk.com","A","null"
14625,"www.supremeinox.com.br","A","""absent"""
31815,"www.social-response.co.uk","A","""absent"""
2418,"rdw.nl","A","""absent"""
52437,"officedemo.amnesty-eupen.de","A","""absent"""
52441,"thisdata.com","A","""absent"""
31820,"owa.heywoodhost.com","A","""absent"""
31827,"directory-te.mybankpayments.eu","A","""absent"""
27613,"egroupware.digital-dailies.com","A","""present"""
31834,"www.ao.nl","A","""absent"""
52433,"www.autoscout24.at","A","""absent"""
52452,"www.bizzabo.com","A","""absent"""
31830,"www.narfu.ru","A","""absent"""
52460,"pitea.se","A","""absent"""
52455,"www.cacornish.co.uk","A","""absent"""
31635,"divicasa.com","A","""absent"""
31854,"chathamdaycamp.configio.com","A","""absent"""
43755,"myipinfo.net","A","""absent"""
31847,"infinity-night.com","A","""absent"""
7582,"hub.adm.utoronto.ca","A","""absent"""
31859,"www.paypal.de","A","""absent"""
31853,"baggy.no","A","""absent"""
11826,"hextracoin.co","A","""absent"""
27623,"cram-a-lot.com","A","""absent"""
52467,"fabricadequestoes.com.br","A","""absent"""
31865,"cluster-01.ximantix.com","A","""absent"""
52470,"sdp.mymwatch.com","A","""absent"""
14633,"www.jasonstrip.com.tw","A","""absent"""
52472,"www.labour.gov.on.ca","A","""absent"""
27633,"megatonewebtelecom.azureedge.net","A","""absent"""
3658,"www.ebay.com","A","""absent"""
52474,"www.kickass.so","A","""absent"""
1518,"www.xtremeperformanceservices.com","A","""absent"""
52469,"diafygi.github.io","A","""absent"""
31878,"it.ikg.unibe.ch","A","""absent"""
801,"playgamecodau.com","A","""absent"""
31870,"test.discotions.com","A","""unknown"""
52481,"staging.connectrocket.com","A","""absent"""
27630,"www.theblueapronrestaurant.ie","A","""absent"""
15725,"i-d-images.vice.com","A","""absent"""
31888,"deutsches-ehrenamt.de","A","""absent"""
31891,"macnifico.pt","A","""absent"""
31270,"bet.cqgame.cc","A","""absent"""
52480,"strava.com","A","""absent"""
52482,"wlstest.ic-energo.eu","A","""absent"""
31904,"stage.bmsemerald.com","A","""absent"""
52484,"www.in2recovery.com","A","""absent"""
3831,"bursabisnis.id","A","""absent"""
7580,"v2.pw","A","""absent"""
224,"onvotar.garantiespelreferendum.com","A","""absent"""
47421,"www.riachuelo.com.br","A","""absent"""
52413,"www2.miel.si","A","""absent"""
52490,"uncreated.net","A","""absent"""
46410,"flaregame.com","A","""absent"""
52379,"www.luckyvitamin.com","A","""absent"""
52498,"www.iddream.fr","A","""absent"""
27617,"optiwood.nl","A","""absent"""
52494,"www.tt.com","A","""absent"""
21089,"betaportal.cqnetlive.eu","A","""present"""
52491,"z-plus.ru","A","""absent"""
31771,"ppi-check.co.uk","A","""absent"""
52508,"mnresortcabins.com","A","""absent"""
52509,"www.higherlogic.com","A","""absent"""
31919,"login.identity.olivemagazine.com","A","""absent"""
14650,"www.hkbea.com","A","""absent"""
27473,"da-eu-16.groeneveldonline.com","A","""absent"""
52522,"ktuluz.com","A","""absent"""
7082,"forum.bitcoin.pl","A","""absent"""
14658,"clubbiepad.com","A","""absent"""
31940,"chilafo.connectedlyric.com","A","""absent"""
27634,"owncloud.nanofibre.co.za","A","""absent"""
2248,"outlook.office365.com","A","""invalid"""
38905,"saccountopen.bancodebogota.com.co","A","""absent"""
10737,"www.kognifi.tech","A","""absent"""
31633,"www.divicasa.it","A","""absent"""
14663,"lourenz.nl","A","""absent"""
31953,"qduwcftst.bms7.com","A","""absent"""
31954,"bisfetch.bms7.com","A","""absent"""
27645,"test.myevo.pl","A","null"
27640,"filmespornograficos.blog.br","A","""absent"""
31962,"qduwcfstg.bms7.com","A","""absent"""
31966,"doclinkstaging.bms7.com","A","""absent"""
31968,"oi.bms7.com","A","""absent"""
31967,"myresources-stage.bms7.com","A","""absent"""
31971,"clwtest03.bms7.com","A","""absent"""
31638,"www.divicasa.com","A","""absent"""
31952,"bigstartgo.ru","A","""absent"""
52523,"agent-test.republink.com","A","""unknown"""
27570,"pay.minipay.no","A","""absent"""
52540,"qaxwww33.aetna.com","A","""absent"""
31976,"smartsalary.com.au","A","""absent"""
31974,"www.garage-83.de","A","""present"""
31979,"adm.mayday.su","A","""absent"""
52539,"key-nano.info","A","""unknown"""
23668,"masquesound.com","A","""absent"""
31987,"mattermost.ewi.tudelft.nl","A","""absent"""
16396,"rest.socialsecurity.be","A","""unknown"""
31991,"sedo.com","A","""absent"""
52550,"www.flaregame.com","A","""absent"""
31989,"rest-acpt.socialsecurity.be","A","""unknown"""
52548,"3dsecure-korporacje.mbank.pl","A","""absent"""
31638,"www.divicasa.com","A","""absent"""
31635,"divicasa.com","A","""absent"""
31633,"www.divicasa.it","A","""absent"""
27659,"demo.leboa.cd","A","""absent"""
32068,"www.newscientist.com","A","""absent"""
27655,"critizr.com","A","""absent"""
52562,"3dsecure.mbank.cz","A","""absent"""
32008,"www.gogreenleasing.co.uk","A","""absent"""
52560,"k.im","A","""absent"""
52566,"3dsecure.mbank.pl","A","""absent"""
39159,"storefront.crueware.com","A","""absent"""
32017,"clwtest02.bms7.com","A","""absent"""
32011,"chat.bms7.com","A","""absent"""
32015,"sirvmon01.bms7.com","A","""absent"""
32020,"jira.bms7.com","A","""absent"""
31635,"divicasa.com","A","null"
27645,"test.myevo.pl","A","""absent"""
31638,"www.divicasa.com","A","null"
52576,"shayandoust.me","A","""absent"""
52585,"theengineroom.org","A","""absent"""
52588,"stage.tassen24.ch","A","""absent"""
32021,"thangamayil.com","A","""disabled"""
43265,"att.exm.blackhawknetwork.com","A","""present"""
27681,"www.svetokna.ru","A","""absent"""
52586,"fragentransfer.de","A","""absent"""
52587,"commonsconservancy.org","A","""present"""
52594,"www.businessvaani.com","A","""absent"""
30591,"amazon.co.jp","A","""absent"""
968,"invitationaucoeurdesoi.fr","A","""absent"""
1911,"brianpills1215.azureedge.net","A","""absent"""
32033,"www.fugro.com","A","""absent"""
3843,"hostedicr.verizonbusiness.com","A","null"
32040,"lisarhead.shortcutsuk.com","A","""absent"""
32037,"netstore.rexel.be","A","""absent"""
7288,"www.aaalifedesk.com","A","""absent"""
32045,"cnet.com","A","""absent"""
32041,"www.lopticienne-stephanie.fr","A","""absent"""
23059,"online.lloydsbank.co.uk","A","""absent"""
27690,"adbox.rest.vacs.hu.carusseldwt.com","A","""absent"""
52598,"www.yamaha-motor.com.au","A","""absent"""
32048,"alpro.com","A","""absent"""
52597,"forex4inv.com","A","""absent"""
32057,"www.poiesz-supermarkten.nl","A","""present"""
52601,"oilandgasinternational.com","A","""absent"""
52605,"citi.symphony.com","A","""absent"""
14695,"www.symphonixsolutions.com","A","""absent"""
16107,"tullamorerugby.com","A","""absent"""
27688,"www.bellpotter.com.au","A","""absent"""
52616,"guili-guili.fr","A","""absent"""
32063,"kinnittygaa.ie","A","""absent"""
7378,"www.cisco.com","A","""present"""
32073,"lesvisagesdelemploi.pepaca.fr","A","""absent"""
32069,"sheik-preprod.ns-staging.com.au","A","""absent"""
7588,"hivecdn.com","A","""absent"""
14692,"bitown.pw","A","""absent"""
32081,"missionbicycle.com","A","""absent"""
27698,"www.eurotunnel.com","A","""absent"""
52624,"qclose1.loanlogics.com","A","""absent"""
52627,"s1.panel-quote.co.nz","A","""absent"""
14698,"crm.ixtent.com","A","""absent"""
32085,"ytgossip.com","A","""absent"""
32077,"fotostrana.ru","A","""present"""
32086,"m.fastplus.onlinesbi.com","A","""absent"""
26867,"saw.fso.de","A","""absent"""
32095,"seniorcare-westla.com","A","""absent"""
52638,"mib.fyi","A","""absent"""
14707,"koreanz.com.au","A","""absent"""
27705,"smartlybuilt.com","A","""absent"""
52651,"img.shopon.com.pl","A","""absent"""
2386,"www.naver.com","A","""absent"""
27699,"www.thaipbs.or.th","A","""absent"""
14355,"thedanzone.net","A","""absent"""
985,"www.csvts.cz","A","""absent"""
32101,"streams.radiopsr.de","A","""absent"""
32102,"staging.mynexthire.com","A","""absent"""
3840,"tashkent.publicvm.com","A","""absent"""
25325,"www.lovemarionne.com","A","""absent"""
14713,"kmart--tst.custhelp.com","A","""absent"""
27473,"da-eu-16.groeneveldonline.com","A","""absent"""
27721,"reu21.ru","A","""absent"""
25751,"tekiomo.com","A","""absent"""
32037,"netstore.rexel.be","A","""absent"""
32114,"seniorcare-northriversidecounty.com","A","""absent"""
27724,"www.cppasiapacific.com","A","""absent"""
32115,"blox.src.zone","A","""absent"""
27686,"webmail2.abl.com","A","""absent"""
52673,"its.mgnnet.com.au","A","""absent"""
32137,"www.fp-digital.at","A","""absent"""
52671,"uat.whatsparksyou.com.au","A","""absent"""
32126,"quocotte.fr","A","""unknown"""
7604,"www.danceitalia.it","A","""absent"""
32139,"furrtrax.com","A","""absent"""
14715,"plattetvdiscounter.nl","A","""absent"""
32115,"blox.src.zone","A","""absent"""
22658,"vdesktop-aae.siemens.com","A","""absent"""
32151,"easy-commission.com","A","""absent"""
32152,"www.easy-commission.com","A","""absent"""
32150,"bonus.vtb24.ru","A","""present"""
2428,"www.animaster.com.br","A","""present"""
27655,"critizr.com","A","""absent"""
32163,"btcplaza.biz","A","""absent"""
27742,"abyss.com.au","A","""absent"""
32166,"seniorcare-phoenixmetro.com","A","""absent"""
52687,"matrix.org","A","""absent"""
32109,"hostinger.com","A","""absent"""
32161,"dl.ultra-gbs.com","A","""absent"""
7615,"pos2.etsemoney.com","A","""absent"""
32186,"engro.mitracs.com","A","""absent"""
27750,"thethongminh.mobi","A","""absent"""
52690,"www.jroth-foto.de","A","""absent"""
24809,"infinitytrafficboost.com","A","""absent"""
52695,"about.riot.im","A","""absent"""
47320,"a2a.fisprepaid.com","A","""unknown"""
1918,"www.raviday-camping.com","A","""absent"""
7612,"rfs.aerion.fi","A","""unknown"""
7614,"blog.25ni.pe.kr","A","""absent"""
32192,"meetup.com","A","""absent"""
32200,"arenda-vesov.ru","A","""absent"""
14720,"sqmonitor.com","A","""absent"""
27756,"eloterija.si","A","""absent"""
3579,"seznam.cz","A","""absent"""
32212,"www.gotlib.goteborg.se","A","""absent"""
19375,"bot.brittyu.xyz","A","""absent"""
52698,"meltsalem.com","A","""absent"""
23923,"replicant.us","A","""absent"""
32219,"www.jianguoyun.com","A","""absent"""
52700,"mtbmyhr.ultipro.com","A","""absent"""
32221,"barclayslifeskills.com","A","""absent"""
32224,"seniorcare-denvermetro.com","A","""absent"""
27761,"aseaconnexion.org","A","""absent"""
32214,"www.android30t.com","A","""absent"""
32215,"bitminer.io","A","""absent"""
52702,"push.notifica.re","A","""absent"""
27758,"www.efax-tips.com","A","""absent"""
32220,"origin.entsli.api.here.com","A","""absent"""
52696,"api-int.kennect.com","A","""absent"""
32115,"blox.src.zone","A","""absent"""
27473,"da-eu-16.groeneveldonline.com","A","null"
27765,"henribenett.de","A","""absent"""
27770,"www.aig.com","A","""absent"""
32249,"inspiredmagz.com","A","""absent"""
32242,"batbambijohnsonsextape15.tumblr.com","A","""absent"""
52728,"jetcommerce.io","A","""absent"""
32250,"www.the-ascott.com","A","""absent"""
27767,"int-dima.sbb.ch","A","""absent"""
7288,"www.aaalifedesk.com","A","""absent"""
8085,"go.foxus.lt","A","""absent"""
27777,"www.boschhotwatertraining.com","A","""absent"""
32269,"emea4.digitalrecordcenter-cm.com","A","""absent"""
5611,"bonnybock.hu","A","""absent"""
27992,"lawblog.de","A","""absent"""
52737,"inbenta.com","A","""absent"""
52739,"team-ragequit.com","A","""absent"""
40875,"www.gourmetgroceronline.com.au","A","""absent"""
27775,"www.kazar.com","A","""absent"""
32278,"ciaompe.com","A","""absent"""
32287,"winhost.com","A","""absent"""
27473,"da-eu-16.groeneveldonline.com","A","""absent"""
27782,"www.gizeh-online.com","A","""absent"""
52735,"vdi6.ultimatesoftware.com","A","""absent"""
32290,"tsa-dr.time4mind.com","A","""absent"""
27786,"nsi.walmartchile.cl","A","null"
27783,"m.loterija.si","A","""absent"""
27196,"logic.araxis.com","A","""absent"""
52772,"hls.goodgame.ru","A","""absent"""
52777,"vdi.ultimatesoftware.com","A","""absent"""
3853,"www.ving.se","A","""absent"""
7616,"99fab.com","A","""present"""
32303,"onlinegs.bkk-scheufelen.de","A","""absent"""
32302,"allianz.ch","A","""absent"""
3030,"chlopakiodinternetu.pl","A","""absent"""
20192,"www.renovatorstore.com.au","A","""absent"""
49574,"www.lunchting.com","A","""absent"""
32314,"canadianmidwives.org","A","""absent"""
32313,"uk.cricut.com","A","""absent"""
45272,"evergreenmedia.at","A","""absent"""
32317,"codelabs.cc","A","""absent"""
52782,"countrychickscreations.com","A","""absent"""
32321,"siselvis.net","A","""absent"""
12212,"www.kulina.ru","A","""absent"""
32316,"thailandpoolshop.com","A","""absent"""
14736,"uat.easia.qbe.com","A","""unknown"""
27222,"site.jle56.ovh","A","""absent"""
32324,"glutenfreeindc.com","A","""absent"""
32322,"codeit.pw","A","""absent"""
27786,"nsi.walmartchile.cl","A","""absent"""
52784,"jingyan-wpt.experiencecloudlab.com","A","""absent"""
32335,"www.jackwills.hk","A","""absent"""
27196,"logic.araxis.com","A","""absent"""
52786,"smh.org","A","""absent"""
14735,"hextracoin.com","A","""absent"""
32339,"dortech-group.com","A","""absent"""
52796,"wruczek.tech","A","""absent"""
32326,"cms.okeanos.grnet.gr","A","""present"""
28740,"www.booking.com","A","""present"""
32328,"cms.dev.okeanos.grnet.gr","A","""present"""
26661,"goulf.me","A","""absent"""
3857,"escroll.eu","A","null"
7619,"x2c0net.b-cdn.net","A","""absent"""
14737,"manager-uat.mycreditcheck.co.za","A","""absent"""
32350,"www.sophos.com","A","""present"""
32343,"tg-video.ad.madebyhand.dk","A","""absent"""
52800,"firmale.com","A","""present"""
39623,"kongregate.com","A","""absent"""
14739,"courses.compuscanacademy.co.za","A","""absent"""
52808,"www.2c2p.com","A","""absent"""
32365,"youcon.ru","A","""absent"""
27804,"crankdigital.com.ng","A","""absent"""
27802,"hostedbellen.ziggozakelijk.nl","A","""absent"""
28869,"imagens.zapcorp.com.br","A","""absent"""
2776,"surveymonkey.com","A","""absent"""
28842,"westerncoin.co","A","""absent"""
32390,"www.museovirtualdelseguro.com","A","""absent"""
45957,"monitoring.mgt.jp1.aws.kkvesper.net","A","""absent"""
52818,"firmawestonii.pl","A","""absent"""
52817,"calvinallen.net","A","""absent"""
52822,"api.smartrecruiters.com","A","""absent"""
118,"betterweb.fr","A","null"
265,"www.bwi-systeme.de","A","""absent"""
504,"csfgeo.cspire.com","A","""absent"""
971,"sea.fuessner.de","A","""absent"""
3617,"cgw.sourcemed.biz","A","""absent"""
16204,"www.royalmail.com","A","""absent"""
32409,"twodrops.ru","A","""absent"""
1915,"harrietcarter.com","A","""absent"""
7625,"www.avvo.com","A","""disabled"""
32423,"www.rudratechz.com","A","""absent"""
32417,"pdsportal.nic.in","A","""absent"""
7623,"oc.hostingandmore.de","A","""absent"""
14746,"pci-mtc.azurewebsites.net","A","""absent"""
27813,"espacecartescorporate-recette.monext.fr","A","""absent"""
27810,"sogecartenet-recette.monext.fr","A","""absent"""
8085,"go.foxus.lt","A","""absent"""
14751,"www.wogibtswas.at","A","""present"""
27818,"wallet.com","A","""absent"""
21767,"idp.safenames.com","A","""absent"""
27812,"www.thailand-trip.org","A","""absent"""
52777,"vdi.ultimatesoftware.com","A","""absent"""
52860,"www.decisionone.com","A","""present"""
6917,"www.qwant.com","A","""unknown"""
14732,"d5aadpl255coo.cloudfront.net","A","""absent"""
32456,"www.riweb.com.br","A","""absent"""
32455,"ri.paranapanema.com.br","A","""absent"""
32454,"sabnzbd.org","A","""absent"""
14754,"masterlist.compuscan.co.za","A","""absent"""
32459,"www.markskousen.com","A","""absent"""
27820,"nrk.no","A","""absent"""
32465,"weboffice.ibo.de","A","""absent"""
27835,"walmarttest.alertlink.com","A","""absent"""
27829,"corvanmeer.nl","A","""absent"""
27830,"akrol.nl","A","""absent"""
14756,"integrationy.compuscan.co.za","A","""absent"""
27834,"dlanaswjm.pl","A","""absent"""
32472,"ourbenefits.youatwork.com","A","""absent"""
52883,"www.vraintaxcredit.com","A","""absent"""
7631,"www.e-calendula.pl","A","""present"""
32478,"www.hellobank.be","A","""present"""
14761,"webservices-uat.compuscan.co.za","A","""absent"""
27849,"axa-middleeast.com","A","""absent"""
32467,"aurum7.top","A","""unknown"""
26703,"financial.org","A","""absent"""
52892,"moodle.une.edu.au","A","""absent"""
49896,"gibill.va.gov","A","""unknown"""
14765,"pushmanpat.compuscan.co.za","A","""absent"""
32503,"www.grabone.co.nz","A","""absent"""
27837,"www.loyaltyvision.com","A","""disabled"""
52911,"codrey.com","A","""absent"""
14741,"laolol.com","A","""absent"""
27860,"cccw3a.org","A","""absent"""
52920,"property.qwikwire.com","A","""absent"""
32518,"wall.fivedegrees.nl","A","""absent"""
32507,"www.zwartopwit.be","A","""absent"""
